Time	RF	BF	VM	EMG S	F-E
8.281	0.045	0.003	0.0135	-0.0068	-1.2
8.282	0.0412	0.0105	0.0127	-0.003	-1.5
8.283	0.0352	-0.0015	0.0142	-0.0053	-1.3
8.284	0.0292	-0.0008	0.018	-0.0098	-1.4
8.285	0.0217	0.0082	0.0157	0.0045	-1.4
8.286	0.0165	0.012	0.0097	0.0262	-1.2
8.287	0.0112	0.0142	0.009	0.0277	-1.3
8.288	0.003	0.003	0.0105	0.0307	-1
8.289	-0.0046	0.0022	0.009	0.027	-1
8.29	-0.0105	0.0045	0.0097	0.0195	-1
8.291	-0.015	0	0.0105	0.0217	-1
8.292	-0.0195	-0.0015	0.0127	0.012	-1.1
8.293	-0.0203	-0.0046	0.009	0.0082	-0.9
8.294	-0.0218	-0.0015	0.0067	0.0142	-0.9
8.295	-0.0263	-0.0046	0.0082	0.0007	-0.8
8.296	-0.0315	-0.003	0.0082	-0.0053	-0.8
8.297	-0.0346	0.0022	0.009	-0.0068	-0.8
8.298	-0.0368	0.003	0.0082	-0.0233	-0.6
8.299	-0.039	0.0007	0.0082	-0.0203	-0.8
8.3	-0.0405	-0.0008	0.0082	-0.0083	-0.7
8.301	-0.042	-0.0038	0.006	-0.0128	-0.8
8.302	-0.042	-0.0083	0.003	-0.0113	-0.5
8.303	-0.0428	-0.0105	-0.0038	-0.0308	-0.7
8.304	-0.0458	-0.0165	-0.0091	-0.0555	-0.7
8.305	-0.0428	-0.0113	-0.0075	-0.0293	-0.4
8.306	-0.0375	-0.0015	-0.0053	0	-0.5
8.307	-0.0361	-0.003	-0.0091	-0.0068	-0.3
8.308	-0.0368	0.0007	-0.012	-0.0023	-0.5
8.309	-0.0346	0.003	-0.0091	0.018	-0.6
8.31	-0.0338	0.0067	-0.0128	0.0187	-0.4
8.311	-0.0323	0.009	-0.015	0.024	-0.5
8.312	-0.0315	0.0097	-0.0181	0.0255	-0.3
8.313	-0.0315	0.0105	-0.0181	0.0202	-0.5
8.314	-0.0315	0.009	-0.0165	0.021	-0.2
8.315	-0.0323	0.0067	-0.0181	0.018	-0.3
8.316	-0.03	0.0022	-0.0165	0.0097	-0.2
8.317	-0.0233	-0.006	-0.0158	-0.0098	-0.2
8.318	-0.0188	-0.0113	-0.0158	-0.0143	-0.1
8.319	-0.0158	-0.0083	-0.0188	-0.0046	-0.1
8.32	-0.012	-0.0053	-0.0218	0.0142	-0.2
8.321	-0.0105	-0.003	-0.0195	0.0367	-0.1
8.322	-0.0068	-0.0008	-0.0173	0.0405	-0.1
8.323	-0.003	-0.0015	-0.0181	0.0195	0
8.324	0.0007	-0.0038	-0.0158	-0.012	0
8.325	0.0007	-0.0053	-0.012	-0.0285	0
8.326	0.0015	-0.0046	-0.0105	-0.0315	0.1
8.327	0.0015	-0.0015	-0.0038	-0.0143	0
8.328	0.0037	-0.0008	-0.0015	0.0007	0
8.329	0.006	-0.0038	0.0007	0.0007	0
8.33	0.0082	-0.0023	0.0067	0.0007	-0.1
8.331	0.0105	0	0.0082	-0.0015	0.3
8.332	0.0105	0.0015	0.0082	0.0007	0
8.333	0.0105	0.0015	0.0075	-0.0008	0.2
8.334	0.009	-0.0008	0.0082	-0.003	-0.2
8.335	0.0082	0.0045	0.0105	0.0007	0
8.336	0.009	0.003	0.0082	-0.0015	0.1
8.337	0.0097	0.0015	0.0067	-0.0053	0.1
8.338	0.0067	0.0007	0.006	-0.006	0.2
8.339	0.0052	0	0.0052	-0.0046	0
8.34	0.0082	0.0007	0.006	0.0015	0.1
8.341	0.0082	0.0015	0.0082	0.0022	0
8.342	0.0082	0.0007	0.009	0.0007	0
8.343	0.0067	-0.0008	0.0067	0.0015	0.2
8.344	0.006	0	0.0052	0.0015	0.1
8.345	0.0045	-0.0008	0.0082	0.0015	0.1
8.346	0.0037	0.0007	0.0112	0.0045	0.1
8.347	0.0022	-0.0008	0.0082	0.0045	0.2
8.348	-0.0015	-0.0015	0.006	0.003	0.1
8.349	-0.0008	-0.003	0.006	0.0007	0.2
8.35	0.0037	0	0.0052	0.0052	0.1
8.351	0.0045	0.0015	0.0052	0.0082	0.2
8.352	0.003	0.0007	0.0045	0.0045	0.1
8.353	-0.0008	0.0007	0.0015	0.003	0.1
8.354	0.0007	-0.0008	0.0007	0.0007	0.3
8.355	0.0022	-0.0015	0.0015	0.0015	0.1
8.356	0.0052	0.0007	0.0015	0.003	0.1
8.357	0.0045	-0.0015	0.003	0.003	0.1
8.358	0.0007	-0.0023	0.0045	0.003	0.3
8.359	-0.0023	-0.0015	0.0022	0.0015	0.2
8.36	-0.003	-0.0046	0.0015	0.003	0.1
8.361	-0.0023	-0.0046	0	0.0015	0.2
8.362	-0.0008	-0.0015	0.0007	0.0022	0.3
8.363	0.0007	-0.0023	0.0007	0.0007	0
8.364	0.0037	-0.0023	0.0007	-0.0038	0.4
8.365	0.0052	-0.0015	-0.0008	-0.0038	0.1
8.366	0.0045	-0.0023	-0.0008	-0.003	0.3
8.367	0.0015	-0.0008	0	0.0007	0.3
8.368	0.0037	-0.0023	-0.0023	0.0007	0.2
8.369	0.003	-0.003	-0.0008	-0.0008	0.3
8.37	0.0037	0	-0.0015	0.0052	0.2
8.371	0.0052	-0.0015	-0.0038	0.0082	0.4
8.372	0.0052	-0.0015	-0.0053	-0.0008	0.3
8.373	0.0052	-0.0008	-0.0083	-0.0113	0.1
8.374	0.0037	-0.0008	-0.0068	-0.0091	0.2
8.375	0.003	0.0015	-0.006	-0.0091	0.3
8.376	0.0007	0.003	-0.0038	-0.0105	0.5
8.377	-0.0008	0.003	-0.003	0.0045	0.1
8.378	0.0015	0.0007	0	0.003	0.5
8.379	-0.0008	-0.0046	0	-0.0195	0.4
8.38	-0.0008	-0.0075	0	-0.0195	0.4
8.381	-0.0008	-0.0083	0.0015	-0.0135	0.3
8.382	-0.0008	-0.0083	0	-0.0143	0.4
8.383	0	-0.0083	-0.0008	0.0097	0.4
8.384	0	-0.0046	-0.003	0.027	0.3
8.385	0.0007	-0.0015	-0.003	0.018	0.5
8.386	-0.0015	-0.0008	-0.0053	0.0097	0.3
8.387	-0.006	0.0037	-0.0053	-0.003	0.3
8.388	-0.0083	0.0052	-0.0068	-0.015	0.3
8.389	-0.0113	0.0067	-0.0068	-0.0083	0.4
8.39	-0.012	0.012	-0.0053	0.0007	0.3
8.391	-0.0098	0.012	-0.0038	0.0045	0.4
8.392	-0.0105	0.0075	-0.0023	0.0157	0.4
8.393	-0.0098	0.003	-0.003	0.0142	0.4
8.394	-0.0105	-0.0008	-0.0015	0.0015	0.4
8.395	-0.0105	-0.0083	-0.0015	-0.0105	0.5
8.396	-0.0068	-0.006	0.0007	-0.006	0.4
8.397	-0.0053	0.0052	0.0052	0.015	0.4
8.398	-0.0046	0.0157	0.0075	0.033	0.2
8.399	-0.0046	0.0232	0.009	0.0427	0.5
8.4	-0.0046	0.0165	0.0067	0.0315	0.4
8.401	-0.0038	0.0082	0.0045	0.018	0.4
8.402	-0.0053	0.0022	-0.0008	0.0067	0.4
8.403	-0.006	-0.0038	-0.003	-0.0075	0.3
8.404	-0.0091	-0.0053	-0.0046	-0.0218	0.3
8.405	-0.0091	-0.0068	-0.0053	-0.033	0.4
8.406	-0.0083	-0.0068	-0.0015	-0.0195	0.4
8.407	-0.0083	-0.006	-0.003	-0.0098	0.4
8.408	-0.0075	-0.0046	-0.0038	-0.0105	0.3
8.409	-0.0053	-0.0038	-0.0008	-0.0083	0.4
8.41	-0.0015	-0.0038	-0.0008	-0.006	0.2
8.411	0	0.0007	0.0015	0.0067	0.4
8.412	0	0.003	0.0007	0.015	0.2
8.413	0.0015	0.0007	-0.0008	0.0105	0.4
8.414	0.0007	-0.0038	0.0007	-0.0008	0.2
8.415	0.0007	-0.0068	0.0015	-0.0128	0.4
8.416	0.0015	-0.0083	0.0007	-0.0233	0.3
8.417	0.0015	-0.0105	0.0015	-0.0203	0.3
8.418	0.0015	-0.0091	0.0015	-0.0015	0.3
8.419	0.003	-0.0038	0.003	0.0157	0.2
8.42	0.0015	0.0007	0.0022	0.0225	0.4
8.421	0	0	-0.0015	0.0187	0.3
8.422	-0.0008	-0.003	-0.0015	0.0142	0.3
8.423	0.0007	-0.0053	-0.0008	0.0007	0.3
8.424	0.003	-0.0091	-0.003	-0.0091	0.3
8.425	0.0045	-0.006	-0.0015	-0.0023	0.3
8.426	0.0067	-0.0008	-0.003	0.0037	0.3
8.427	0.0067	0.003	-0.003	0.0082	0.1
8.428	0.0082	0.003	-0.0008	-0.0068	0.3
8.429	0.0067	-0.0038	0.0015	-0.0278	0.1
8.43	0.006	-0.0015	0.0045	-0.0315	0.4
8.431	0.0052	0.0007	0.0075	-0.033	0.1
8.432	0.0052	-0.0015	0.0082	-0.027	0.1
8.433	0.0075	0.0052	0.0082	-0.0098	0
8.434	0.0082	0.0067	0.0082	0.003	0.1
8.435	0.0082	0.003	0.0082	0.0067	0.1
8.436	0.0082	0.003	0.0105	0.0052	0.1
8.437	0.0067	-0.003	0.0105	0.0045	0.1
8.438	0.0052	-0.003	0.0105	0.009	0
8.439	0.0052	-0.0046	0.012	0.021	0
8.44	0.0052	-0.012	0.0097	0.0255	0.3
8.441	0.0045	-0.0113	0.009	0.0165	0.1
8.442	0.0067	-0.0068	0.009	0.006	0.2
8.443	0.0045	-0.0023	0.0082	-0.0008	0
8.444	0.0052	0.0045	0.0082	0.009	0.2
8.445	0.0022	0.0075	0.0067	0.0255	-0.1
8.446	0.0007	0.0082	0.0052	0.0255	0.1
8.447	-0.0008	0.0067	0.0015	0.0202	0
8.448	-0.003	0.003	0.0015	0.0142	0.2
8.449	-0.0023	0.0007	0.003	-0.0008	0
8.45	-0.003	-0.003	0.003	-0.0091	0
8.451	-0.003	-0.0053	0.0052	-0.0053	0
8.452	-0.0046	-0.0075	0.003	-0.0015	0
8.453	-0.006	-0.0008	0.0015	0.0067	0
8.454	-0.0053	0.0097	0.0007	0.0172	0
8.455	-0.006	0.012	-0.0015	0.021	0
8.456	-0.006	0.0067	-0.0046	0.0165	-0.1
8.457	-0.006	0.0037	-0.0083	0.0075	-0.2
8.458	-0.0053	0.006	-0.0091	0.0067	0
8.459	-0.0038	0.0045	-0.0105	-0.0015	0
8.46	-0.0053	0.0007	-0.0128	-0.0105	-0.4
8.461	-0.0053	-0.0008	-0.0113	-0.0143	-0.1
8.462	-0.0053	-0.0046	-0.0105	-0.0195	-0.2
8.463	-0.0068	-0.0068	-0.012	-0.0165	0
8.464	-0.0053	-0.0046	-0.0098	-0.0105	-0.2
8.465	-0.0053	-0.0008	-0.0091	-0.0053	-0.1
8.466	-0.0046	0.0015	-0.0098	-0.0015	-0.3
8.467	-0.0038	0.003	-0.0091	0.0007	-0.3
8.468	-0.0038	0.0015	-0.0091	0.0037	-0.4
8.469	-0.003	-0.0008	-0.0083	0.006	-0.4
8.47	-0.0015	0	-0.0053	0.009	-0.3
8.471	0.0007	-0.0008	-0.0053	0.009	-0.3
8.472	0.0007	-0.0038	-0.0068	0.0067	-0.5
8.473	0	-0.0075	-0.0053	0.0007	-0.2
8.474	-0.0008	-0.012	-0.0008	-0.0091	-0.5
8.475	0.0007	-0.0105	0.0015	-0.0143	-0.2
8.476	-0.0008	-0.0083	0	-0.0135	-0.5
8.477	0	-0.0046	-0.003	-0.0105	-0.2
8.478	0.0007	0.0007	-0.0046	-0.0038	-0.4
8.479	0.0022	0.003	-0.0046	-0.0068	-0.3
8.48	0.0015	0.003	-0.003	-0.0105	-0.5
8.481	0.0022	0.0015	0	-0.0113	-0.4
8.482	0.003	0.0015	0	-0.0143	-0.4
8.483	0.003	-0.0008	0.0022	-0.015	-0.5
8.484	0.0045	-0.006	0.0022	-0.021	-0.4
8.485	0.0037	-0.0091	0.0037	-0.0285	-0.4
8.486	0.0037	-0.0083	0.0052	-0.0218	-0.4
8.487	0.0037	-0.0068	0.0067	-0.0068	-0.5
8.488	0.0022	-0.0053	0.0067	0.0045	-0.6
8.489	0.003	-0.0046	0.006	0.0172	-0.5
8.49	0.0015	0.0007	0.0082	0.0315	-0.7
8.491	0.0022	0.0067	0.009	0.0382	-0.5
8.492	0.0022	0.0067	0.0067	0.0307	-0.5
8.493	0	0.003	0.0045	0.0172	-0.7
8.494	0	0.0052	0.0045	0.024	-0.6
8.495	0.003	0.0082	0.0067	0.03	-0.7
8.496	0.0052	0.0075	0.006	0.018	-0.6
8.497	0.0052	0.0112	0.0067	0.012	-0.8
8.498	0.0045	0.0142	0.0067	0.009	-0.8
8.499	0.0037	0.0105	0.0052	-0.0105	-0.8
8.5	0	0.0022	0.0007	-0.0263	-0.8
8.501	-0.003	-0.0068	-0.0023	-0.0315	-0.9
8.502	-0.003	-0.0368	-0.0038	-0.048	-1
8.503	-0.0008	-0.0555	-0.0038	-0.042	-0.9
8.504	-0.0008	-0.0195	-0.0008	-0.0188	-0.8
8.505	0.0022	0	0.0022	0.003	-1
8.506	0.003	0.0105	0.003	0.0225	-0.8
8.507	0.0007	0.0217	0.0022	0.0307	-1
8.508	-0.0008	0.012	-0.0023	0.0232	-0.9
8.509	-0.0015	0.012	-0.0046	0.012	-1.1
8.51	-0.0015	0.009	-0.0038	0.0135	-0.9
8.511	-0.0023	0.0067	-0.003	0.0075	-1.2
8.512	-0.003	0.0015	-0.0046	0.0007	-1
8.513	-0.0038	0.003	-0.0046	-0.0015	-1
8.514	-0.0015	0.0045	-0.0038	-0.0008	-1.1
8.515	-0.0008	0.0082	-0.0046	0.0112	-1.1
8.516	-0.0008	0.0217	-0.0046	0.021	-1.4
8.517	-0.0008	0.0232	-0.0038	0.018	-1.2
8.518	-0.0015	0.0135	-0.0038	0.0075	-1.2
8.519	-0.0008	-0.0128	-0.0038	0.0037	-1.2
8.52	0	-0.0188	-0.0015	-0.003	-1.2
8.521	-0.0008	-0.0105	-0.003	-0.0218	-1.3
8.522	-0.0008	0.018	-0.0015	-0.0256	-1.4
8.523	-0.0008	0.0457	0	-0.0203	-1.4
8.524	-0.003	-0.0165	-0.0015	-0.0203	-1.4
8.525	-0.0008	-0.0856	-0.0008	-0.0143	-1.4
8.526	0	-0.0495	-0.0023	-0.0023	-1.5
8.527	-0.0008	-0.012	-0.0023	0.0037	-1.3
8.528	0.0007	-0.0143	-0.0023	0.006	-1.7
8.529	-0.0015	0.0052	-0.0038	0.0067	-1.5
8.53	-0.0008	-0.0008	-0.0038	0.0052	-1.8
8.531	0.0067	0.0015	-0.0038	0.0045	-1.5
8.532	0.009	0.0037	-0.0046	0.0022	-1.6
8.533	0.0075	0.0022	-0.0046	0.003	-1.8
8.534	0.0067	0.0075	-0.003	0.0045	-1.8
8.535	0.0052	0.0037	-0.003	0.0067	-1.7
8.536	0.0015	0.009	0.0015	0.0105	-1.8
8.537	0.0037	0.0052	0.0052	0.0082	-1.8
8.538	0.0045	0.0045	0.0022	0.0037	-1.9
8.539	0.0052	0.003	0.0007	0.003	-1.8
8.54	0.0052	0.0022	0.0007	0.0022	-2.1
8.541	0.0052	0.0015	-0.0008	0.0015	-1.9
8.542	0.0015	0.0007	0	0.0007	-2.1
8.543	0	0.0007	0.0007	0.0007	-1.9
8.544	-0.0015	0.0007	-0.0008	0.0007	-2.1
8.545	-0.0023	0.0015	-0.0015	0.0022	-2.1
8.546	-0.003	0.0015	-0.0015	0.0037	-2.2
8.547	-0.0075	0.0015	-0.0015	0.0015	-2.1
8.548	-0.0091	-0.0015	-0.003	-0.0023	-2.2
8.549	-0.0091	-0.0015	-0.0015	0.0015	-2.4
8.55	-0.012	-0.0023	-0.0023	0.0007	-2.3
8.551	-0.0128	-0.0038	-0.0015	0.0022	-2.3
8.552	-0.012	0	-0.0015	0.0075	-2.4
8.553	-0.0105	-0.0008	-0.0015	0.0007	-2.4
8.554	-0.0091	-0.0023	-0.003	0.0015	-2.5
8.555	-0.0068	-0.0015	-0.0023	0.0075	-2.5
8.556	-0.0068	-0.003	0	0.012	-2.5
8.557	0.0015	-0.0083	0.0007	0.0112	-2.5
8.558	0.012	-0.012	-0.0008	-0.0015	-2.5
8.559	0.009	-0.0091	0	-0.0068	-2.7
8.56	0.0067	-0.006	-0.0008	-0.012	-2.7
8.561	0.0067	-0.0083	-0.003	-0.0158	-2.9
8.562	0.0015	-0.006	-0.0023	-0.0143	-2.7
8.563	0.003	-0.0038	-0.0038	-0.015	-3
8.564	0	0.0015	-0.0023	-0.0158	-3
8.565	-0.0008	0.0142	0.0015	-0.0128	-3
8.566	-0.0015	0.0202	-0.0008	-0.003	-3.1
8.567	-0.0046	0.0127	-0.0023	0.0045	-3.1
8.568	-0.0053	0.0052	-0.0015	0.0082	-3.1
8.569	-0.006	0.0037	-0.0023	0.003	-3.2
8.57	-0.0053	0.0015	-0.0008	-0.003	-3.2
8.571	-0.0068	-0.0008	-0.003	-0.0046	-3.5
8.572	-0.006	-0.0046	-0.003	-0.003	-3.2
8.573	-0.0053	-0.0046	-0.0008	-0.0008	-3.6
8.574	-0.0046	-0.0038	0.0007	0.0007	-3.2
8.575	-0.0053	-0.0046	0.003	0.0007	-3.7
8.576	-0.0053	-0.0015	0.003	0.003	-3.6
8.577	-0.0046	-0.0008	0.0007	0.0015	-3.6
8.578	-0.0038	-0.0008	-0.0008	0.0037	-3.8
8.579	-0.0008	0.0007	-0.0008	0.0082	-3.8
8.58	-0.0015	0	-0.003	0.0045	-4
8.581	-0.0015	-0.0015	-0.0015	0.0015	-3.8
8.582	0.0007	-0.0053	-0.0015	0.0022	-3.9
8.583	0.0007	-0.006	-0.0038	0.006	-4
8.584	-0.0015	-0.006	-0.0046	0.0105	-4.1
8.585	-0.0008	-0.0038	-0.0038	0.018	-4.2
8.586	0.0015	0.0015	-0.0015	0.027	-4
8.587	0.0022	0.0022	-0.003	0.024	-4.2
8.588	0.003	0.0045	-0.0038	0.0142	-4.2
8.589	0.0052	0.003	-0.0015	0.0045	-4.2
8.59	0.0082	-0.0015	0.0007	-0.0046	-4.6
8.591	0.0082	-0.0015	0.0015	-0.0053	-4.3
8.592	0.0097	-0.0015	0.0015	0.0022	-4.5
8.593	0.0112	-0.0015	0.0007	0.0022	-4.5
8.594	0.012	-0.0008	0.0015	-0.0015	-4.8
8.595	0.0142	-0.0008	0.0015	-0.003	-4.6
8.596	0.012	-0.0008	-0.0008	-0.003	-4.8
8.597	0.0105	-0.0008	0.0007	-0.0015	-5
8.598	0.0075	0	-0.0008	-0.0046	-5
8.599	0.003	0	-0.003	-0.006	-5
8.6	0.0007	0.0015	-0.003	-0.003	-5.1
8.601	-0.0015	0.0007	-0.003	-0.0015	-5.4
8.602	-0.0053	0.0007	-0.0068	-0.0046	-5.3
8.603	-0.0098	-0.0015	-0.0068	-0.0053	-5.4
8.604	-0.0128	-0.0015	-0.0068	-0.0046	-5.4
8.605	-0.0128	0	-0.003	-0.006	-5.4
8.606	-0.012	-0.003	0.0022	-0.0091	-5.9
8.607	-0.012	-0.006	0.0045	-0.0068	-5.6
8.608	-0.0075	-0.0068	0.0067	-0.003	-5.9
8.609	-0.0068	-0.0053	0.0082	-0.0015	-5.9
8.61	-0.0046	-0.0023	0.012	-0.0008	-6
8.611	-0.0023	-0.0015	0.0142	-0.0008	-6.1
8.612	-0.0015	-0.0015	0.0127	0.0015	-6.1
8.613	-0.0015	0	0.0097	0.0045	-6.3
8.614	-0.0015	0.0015	0.0067	0.0052	-6.4
8.615	-0.0015	0.006	0.0052	0.0097	-6.4
8.616	-0.003	0.0105	0.0007	0.0142	-6.5
8.617	-0.003	0.012	-0.0046	0.0165	-6.7
8.618	-0.0038	0.018	-0.0046	0.0165	-6.8
8.619	-0.006	0.0277	-0.0053	0.015	-6.8
8.62	-0.003	0.0307	-0.0046	0.0075	-7.1
8.621	-0.0008	0.0345	-0.0015	0	-7.1
8.622	0.0007	0.0465	-0.0023	0.0007	-7.2
8.623	0.0007	0.063	-0.0023	0.0037	-7.3
8.624	-0.0008	0.0457	-0.0046	-0.0046	-7.5
8.625	0	0.0075	-0.0068	-0.0181	-7.7
8.626	-0.0015	-0.0113	-0.0068	-0.024	-7.5
8.627	-0.0046	-0.0225	-0.0053	-0.0338	-7.9
8.628	-0.0046	-0.0428	-0.0053	-0.0368	-7.8
8.629	-0.0046	-0.0803	-0.006	-0.0383	-7.9
8.63	-0.003	-0.1193	-0.0068	-0.0353	-8.1
8.631	-0.0023	-0.1298	-0.0015	-0.0143	-8.1
8.632	-0.0015	-0.1125	0.0052	-0.003	-8.4
8.633	0.003	-0.0728	0.006	0.0037	-8.3
8.634	0.006	-0.0218	0.0075	0.0157	-8.6
8.635	0.009	-0.0068	0.0105	0.018	-8.6
8.636	0.012	0.0015	0.0105	0.0195	-8.7
8.637	0.0157	0.0142	0.0105	0.0142	-8.8
8.638	0.0142	0.012	0.0097	0.012	-8.8
8.639	0.012	0.0172	0.0112	0.0165	-9.1
8.64	0.009	0.015	0.012	0.009	-9
8.641	0.0082	0.0172	0.0105	0.0022	-9.4
8.642	0.0067	0.0187	0.009	0	-9.4
8.643	0.006	0.0217	0.009	0.003	-9.7
8.644	0.0052	0.024	0.0097	0.009	-9.6
8.645	0.006	0.0225	0.0097	0.012	-9.9
8.646	0.003	0.0217	0.009	0.0127	-9.9
8.647	-0.0008	0.0172	0.0075	0.009	-10
8.648	-0.003	0.0195	0.0097	0.0075	-10
8.649	-0.0053	0.0172	0.0045	0.0052	-10.2
8.65	-0.0053	0.0165	0.0022	0.003	-10.5
8.651	-0.0046	0.0157	0.003	0.0045	-10.6
8.652	-0.0015	0.0142	0.0022	0.003	-10.8
8.653	0.0007	0.0112	0.0015	0.0022	-10.9
8.654	0.0045	0.009	-0.0008	0.0007	-10.9
8.655	0.0067	0.0052	-0.0015	0.0007	-11.2
8.656	0.009	0.0052	-0.0015	-0.0008	-11.2
8.657	0.0082	0.0067	-0.0023	0.0007	-11.3
8.658	0.0097	0.0052	-0.0038	0.0007	-11.6
8.659	0.0105	0.0052	-0.0023	0.0007	-11.5
8.66	0.0127	0.003	-0.003	0.003	-11.8
8.661	0.0142	0.0037	-0.0053	0.0022	-11.9
8.662	0.012	0.003	-0.0046	0.0015	-12.2
8.663	0.0142	0.003	-0.0023	0.0015	-12.2
8.664	0.0157	0.003	-0.0038	-0.0008	-12.4
8.665	0.018	0.0015	-0.006	0	-12.7
8.666	0.0195	0	-0.0053	0	-12.6
8.667	0.0217	-0.0023	-0.0038	-0.0015	-12.9
8.668	0.0232	-0.0015	-0.003	-0.0015	-13.1
8.669	0.0202	-0.0015	-0.0053	0.0007	-13.1
8.67	0.0195	-0.0015	-0.0046	0.0007	-13.5
8.671	0.0172	-0.0015	-0.0046	-0.0008	-13.4
8.672	0.0157	-0.0023	-0.0075	-0.0008	-14
8.673	0.012	-0.0023	-0.0053	0	-13.7
8.674	0.0082	-0.003	-0.003	-0.0015	-14
8.675	0.0067	-0.003	-0.0053	-0.0008	-14.2
8.676	0.0052	-0.0046	-0.0068	-0.0008	-14.5
8.677	0.0007	-0.0038	-0.0083	0.0007	-14.5
8.678	-0.0015	-0.003	-0.0091	0.0015	-14.8
8.679	-0.0008	-0.0046	-0.0075	-0.0008	-15
8.68	-0.0008	-0.0046	-0.0068	-0.0038	-15
8.681	-0.0046	-0.0053	-0.0083	-0.003	-15.1
8.682	-0.0075	-0.0046	-0.0105	-0.0023	-15.5
8.683	-0.0105	-0.0046	-0.0098	-0.0008	-15.5
8.684	-0.0143	-0.0023	-0.0075	0.0007	-15.8
8.685	-0.0173	-0.0015	-0.0068	0.0015	-15.7
8.686	-0.0173	-0.0008	-0.0068	0.003	-16
8.687	-0.0181	0.0007	-0.0068	0.0052	-16.2
8.688	-0.0203	-0.0015	-0.0053	0.0067	-16.2
8.689	-0.024	-0.0023	-0.003	0.0052	-16.7
8.69	-0.0263	-0.0046	-0.003	0.0037	-16.6
8.691	-0.0256	-0.0038	-0.0046	0.0037	-17
8.692	-0.0248	-0.003	-0.0053	-0.0008	-17.1
8.693	-0.0233	-0.0023	-0.006	-0.0038	-17.4
8.694	-0.024	-0.0023	-0.0068	-0.003	-17.6
8.695	-0.045	-0.0015	-0.006	-0.0015	-17.8
8.696	-0.0653	-0.0008	-0.0053	-0.0015	-18.1
8.697	-0.0706	-0.0008	-0.0023	0.0007	-18
8.698	-0.078	0.0007	0.0022	0.0015	-18.4
8.699	-0.0938	-0.003	0.003	0.0007	-18.5
8.7	-0.1208	-0.0046	0.0052	0.0022	-18.8
8.701	-0.1463	-0.0023	0.0082	0.0007	-19
8.702	-0.1508	-0.0038	0.0075	0.0015	-19.1
8.703	-0.1343	-0.0023	0.0067	0.003	-19.4
8.704	-0.099	-0.003	0.0045	0.0007	-19.4
8.705	-0.0623	-0.0015	0.0037	0.0015	-20
8.706	-0.0285	-0.0008	0.0015	0.0015	-19.9
8.707	-0.003	0.0007	0.0022	0.0007	-20.2
8.708	0.0157	0.0007	0.0037	0.0015	-20.3
8.709	0.039	-0.0008	0.0037	0.0015	-20.7
8.71	0.0675	-0.0008	0.0022	0.0022	-20.8
8.711	0.084	-0.0008	0.003	0.0015	-21.1
8.712	0.0937	-0.0015	0.0052	0.0007	-21.3
8.713	0.0952	-0.0015	0.0045	0	-21.6
8.714	0.0937	0	0.0052	0	-21.6
8.715	0.09	0	0.0067	0.0007	-22
8.716	0.0855	0	0.006	0.0007	-22
8.717	0.0802	0.0007	0.0075	-0.0008	-22.3
8.718	0.069	0.0007	0.006	0.0007	-22.6
8.719	0.06	0.0007	0.003	0.0015	-22.7
8.72	0.051	-0.0008	0.003	0.0037	-23.1
8.721	0.042	-0.003	0.0052	0.003	-23.2
8.722	0.033	-0.0023	-0.0015	0	-23.6
8.723	0.024	-0.0008	-0.0233	-0.0015	-23.7
8.724	0.0165	-0.0015	-0.0518	-0.003	-24
8.725	0.009	-0.0015	-0.0863	-0.0023	-24.1
8.726	0.0007	0	-0.1185	-0.003	-24.4
8.727	-0.0105	0.0007	-0.1463	-0.003	-24.6
8.728	-0.0158	0.0015	-0.1628	-0.0008	-24.8
8.729	-0.012	0.0007	-0.1688	-0.0008	-25.2
8.73	-0.006	0.0007	-0.1673	0	-25.2
8.731	-0.0008	-0.0008	-0.159	-0.0008	-25.5
8.732	0.0067	-0.0015	-0.1605	0.0007	-25.7
8.733	0.0105	0.0007	-0.1493	0.003	-25.9
8.734	0.015	0.0015	-0.1155	0.0015	-26.1
8.735	0.0172	0.0007	-0.0698	0.0015	-26.2
8.736	0.0195	0.0007	-0.0113	0.0007	-26.7
8.737	0.0195	0.0007	0.045	-0.0008	-26.7
8.738	0.0172	0.0015	0.1005	-0.0008	-27
8.739	0.0172	0.0007	0.1477	0	-27.1
8.74	0.0142	0.0007	0.183	0.0022	-27.4
8.741	0.0127	0.0015	0.2115	0.003	-27.5
8.742	0.012	0.003	0.228	0.0022	-27.9
8.743	0.009	0.0015	0.2325	0.0015	-28.1
8.744	0.0052	0.0015	0.2302	0.0015	-28.1
8.745	0.0082	0.0007	0.2212	0.0037	-28.4
8.746	0.0112	0.0015	0.2047	0.0022	-28.7
8.747	0.0127	0.0022	0.1912	0.0015	-28.8
8.748	0.0127	0.0015	0.174	0.003	-29
8.749	0.0067	0.0015	0.1545	0.003	-29.1
8.75	-0.0368	0.0007	0.1365	0.0015	-29.3
8.751	-0.1433	0.0015	0.1177	0.0007	-29.5
8.752	-0.2063	0.0022	0.096	0.0015	-29.6
8.753	-0.1688	0	0.0735	0.0015	-30
8.754	-0.147	0	0.0517	0.0007	-29.7
8.755	-0.1253	0.0015	0.0292	0	-30.2
8.756	-0.0863	0.0015	0.0105	-0.0008	-30.3
8.757	-0.0675	0.0007	-0.0083	-0.0008	-30.6
8.758	-0.039	-0.0015	-0.027	-0.0023	-30.8
