   Elapsed time	   RESP	  ECG I	  ECG V	 ECG II	  PLETH	    ABP
        128.176	  1.000	  0.426	  0.345	  0.715	  0.477	185.202
        128.184	  1.000	  0.919	 -0.355	  0.810	  0.481	185.202
        128.192	  1.000	  0.980	 -0.475	  0.705	  0.485	185.202
        128.200	  1.000	  0.180	  0.315	  0.550	  0.491	185.202
        128.208	  1.000	 -0.096	  0.690	  0.475	  0.496	185.202
        128.216	  1.000	 -0.135	  0.820	  0.450	  0.500	185.202
        128.224	  1.000	 -0.209	  0.845	  0.415	  0.503	185.202
        128.232	  1.000	 -0.185	  0.860	  0.450	  0.506	185.202
        128.240	  1.000	 -0.219	  0.835	  0.430	  0.509	185.202
        128.248	  1.000	 -0.190	  0.874	  0.400	  0.512	185.202
        128.256	  1.000	 -0.204	  0.879	  0.415	  0.514	185.202
        128.264	  1.000	 -0.175	  0.889	  0.395	  0.516	185.202
        128.272	  1.000	 -0.165	  0.874	  0.435	  0.518	185.202
        128.280	  1.000	 -0.195	  0.850	  0.395	  0.520	185.202
        128.288	  1.000	 -0.160	  0.899	  0.400	  0.522	185.202
        128.296	  1.000	 -0.180	  0.884	  0.450	  0.523	185.202
        128.304	  1.000	 -0.135	  0.874	  0.470	  0.524	185.202
        128.312	  1.000	 -0.170	  0.869	  0.425	  0.525	185.202
        128.320	  1.000	 -0.131	  0.919	  0.455	  0.526	185.202
        128.328	  1.000	 -0.155	  0.884	  0.410	  0.525	185.202
        128.336	  1.000	 -0.150	  0.956	  0.415	  0.524	185.202
        128.344	  1.000	 -0.135	  0.926	  0.400	  0.523	185.202
        128.352	  1.000	 -0.111	  0.951	  0.455	  0.522	185.202
        128.360	  1.000	 -0.145	  0.936	  0.420	  0.520	185.202
        128.368	  0.978	 -0.101	  0.936	  0.500	  0.518	185.202
        128.376	  0.957	 -0.106	  0.926	  0.485	  0.517	185.202
        128.384	  0.937	 -0.091	  0.931	  0.465	  0.516	185.202
        128.392	  0.918	 -0.126	  0.869	  0.389	  0.514	185.202
        128.400	  0.900	 -0.116	  0.860	  0.415	  0.513	185.202
        128.408	  0.882	 -0.135	  0.810	  0.435	  0.512	185.202
        128.416	  0.865	 -0.101	  0.815	  0.450	  0.510	185.202
        128.424	  0.848	 -0.131	  0.796	  0.450	  0.507	185.202
        128.432	  0.835	 -0.111	  0.800	  0.475	  0.505	185.202
        128.440	  0.820	 -0.096	  0.781	  0.490	  0.502	185.202
        128.448	  0.809	 -0.101	  0.800	  0.455	  0.500	185.202
        128.456	  0.798	 -0.116	  0.761	  0.465	  0.498	185.202
        128.464	  0.789	 -0.074	  0.756	  0.530	  0.495	185.202
        128.472	  0.780	 -0.131	  0.781	  0.460	  0.492	185.202
        128.480	  0.772	 -0.145	  0.805	  0.375	  0.490	185.202
        128.488	  0.765	 -0.219	  0.771	  0.320	  0.488	185.202
        128.496	  0.757	 -0.234	  0.761	  0.305	  0.486	185.202
        128.504	  0.749	 -0.195	  0.800	  0.370	  0.486	185.202
        128.512	  0.740	 -0.219	  0.810	  0.344	  0.485	185.202
        128.520	  0.731	 -0.155	  0.791	  0.395	  0.484	185.202
        128.528	  0.720	 -0.101	  0.786	  0.450	  0.483	185.202
        128.536	  0.710	 -0.025	  0.830	  0.530	  0.482	185.202
        128.544	  0.696	 -0.034	  0.810	  0.510	  0.481	185.202
        128.552	  0.681	  0.059	  0.845	  0.560	  0.480	185.202
        128.560	  0.657	  0.044	  0.786	  0.545	  0.479	185.202
        128.568	  0.632	  0.126	  0.749	  0.611	  0.477	185.202
        128.576	  0.597	  0.059	  0.739	  0.570	  0.476	185.202
        128.584	  0.562	  0.015	  0.761	  0.575	  0.473	185.202
        128.592	  0.516	 -0.044	  0.776	  0.515	  0.471	185.202
        128.600	  0.469	 -0.030	  0.810	  0.560	  0.470	185.202
        128.608	  0.414	 -0.069	  0.781	  0.530	  0.469	185.202
        128.616	  0.361	 -0.079	  0.744	  0.505	  0.469	185.202
        128.624	  0.308	 -0.074	  0.766	  0.490	  0.469	185.202
        128.632	  0.255	 -0.116	  0.771	  0.460	  0.469	185.202
        128.640	  0.204	 -0.175	  0.744	  0.385	  0.469	185.202
        128.648	  0.153	 -0.165	  0.739	  0.389	  0.470	185.202
        128.656	  0.097	 -0.165	  0.835	  0.420	  0.471	185.202
        128.664	  0.040	  0.010	  0.975	  0.560	  0.473	185.202
        128.672	  0.020	  0.281	  0.510	  0.701	  0.476	185.202
        128.680	  0.000	  0.791	 -0.239	  0.855	  0.479	185.202
        128.688	  0.000	  0.904	 -0.426	  0.800	  0.482	185.202
        128.696	  0.000	  0.229	  0.234	  0.595	  0.486	185.202
        128.704	  0.000	 -0.030	  0.635	  0.495	  0.491	185.202
        128.712	  0.000	 -0.116	  0.815	  0.470	  0.497	185.202
        128.720	  0.000	 -0.165	  0.835	  0.450	  0.502	185.202
        128.728	  0.000	 -0.200	  0.815	  0.380	  0.507	185.202
        128.736	  0.000	 -0.195	  0.855	  0.395	  0.512	185.202
        128.744	  0.000	 -0.244	  0.830	  0.350	  0.516	185.202
        128.752	  0.000	 -0.219	  0.840	  0.370	  0.519	185.202
        128.760	  0.000	 -0.249	  0.815	  0.355	  0.521	185.202
        128.768	  0.000	 -0.175	  0.879	  0.395	  0.523	185.202
        128.776	  0.000	 -0.185	  0.845	  0.400	  0.524	185.202
        128.784	  0.000	 -0.175	  0.835	  0.370	  0.525	185.202
        128.792	  0.000	 -0.204	  0.810	  0.355	  0.527	185.202
        128.800	  0.000	 -0.131	  0.855	  0.445	  0.528	185.202
        128.808	  0.000	 -0.121	  0.855	  0.430	  0.530	185.202
        128.816	  0.000	 -0.079	  0.879	  0.465	  0.531	185.202
        128.824	  0.000	 -0.096	  0.884	  0.445	  0.531	185.202
        128.832	  0.000	 -0.126	  0.899	  0.425	  0.530	185.202
        128.840	  0.000	 -0.150	  0.884	  0.430	  0.529	185.202
        128.848	  0.000	 -0.116	  0.904	  0.420	  0.527	185.202
        128.856	  0.000	 -0.106	  0.919	  0.460	  0.524	185.202
        128.864	  0.000	 -0.084	  0.899	  0.455	  0.521	185.202
        128.872	  0.000	 -0.069	  0.894	  0.505	  0.518	185.202
        128.880	  0.000	 -0.074	  0.909	  0.450	  0.515	185.202
        128.888	  0.000	 -0.091	  0.889	  0.470	  0.513	185.202
        128.896	  0.000	 -0.074	  0.879	  0.460	  0.512	185.202
        128.904	  0.000	 -0.034	  0.850	  0.505	  0.510	185.202
        128.912	  0.000	 -0.039	  0.830	  0.535	  0.508	185.202
        128.920	  0.000	  0.020	  0.845	  0.585	  0.507	185.202
        128.928	  0.000	  0.005	  0.825	  0.595	  0.507	185.202
        128.936	  0.000	  0.039	  0.855	  0.620	  0.507	185.202
        128.944	  0.000	  0.015	  0.840	  0.555	  0.507	185.202
        128.952	  0.000	  0.054	  0.855	  0.580	  0.507	185.202
        128.960	  0.000	  0.049	  0.835	  0.611	  0.506	185.202
        128.968	  0.000	  0.074	  0.845	  0.640	  0.504	185.202
        128.976	  0.000	  0.030	  0.840	  0.575	  0.502	185.202
        128.984	  0.000	  0.000	  0.850	  0.545	  0.500	185.202
        128.992	  0.000	 -0.030	  0.830	  0.555	  0.498	185.202
        129.000	  0.000	 -0.015	  0.840	  0.565	  0.495	185.202
        129.008	  0.000	 -0.020	  0.835	  0.535	  0.493	185.202
        129.016	  0.000	  0.054	  0.894	  0.611	  0.492	185.202
        129.024	  0.000	  0.020	  0.865	  0.590	  0.491	185.202
        129.032	  0.000	  0.000	  0.845	  0.565	  0.489	185.202
        129.040	  0.000	  0.074	  0.815	  0.630	  0.489	185.202
        129.048	  0.000	  0.116	  0.825	  0.620	  0.488	185.202
        129.056	  0.000	  0.101	  0.781	  0.605	  0.486	185.202
        129.064	  0.000	  0.140	  0.786	  0.635	  0.484	185.202
        129.072	  0.000	  0.170	  0.800	  0.660	  0.482	185.202
        129.080	  0.000	  0.121	  0.830	  0.630	  0.479	185.202
        129.088	  0.000	  0.039	  0.800	  0.660	  0.477	185.202
        129.096	  0.000	 -0.020	  0.786	  0.575	  0.476	185.202
        129.104	  0.000	 -0.059	  0.766	  0.505	  0.476	185.202
        129.112	  0.000	 -0.106	  0.771	  0.450	  0.476	185.202
        129.120	  0.000	 -0.101	  0.749	  0.465	  0.476	185.202
        129.128	  0.000	 -0.190	  0.734	  0.389	  0.475	185.202
        129.136	  0.000	 -0.185	  0.709	  0.420	  0.474	185.202
        129.144	  0.000	 -0.254	  0.700	  0.365	  0.473	185.202
        129.152	  0.000	 -0.281	  0.756	  0.355	  0.473	185.202
        129.160	  0.000	 -0.300	  0.884	  0.295	  0.473	185.202
        129.168	  0.000	  0.030	  0.564	  0.405	  0.473	185.202
        129.176	  0.000	  0.446	 -0.121	  0.389	  0.474	185.202
        129.184	  0.000	  0.626	 -0.330	  0.360	  0.476	185.202
        129.192	  0.000	 -0.049	  0.135	  0.225	  0.480	185.202
        129.200	  0.000	 -0.330	  0.530	  0.205	  0.485	185.202
        129.208	  0.000	 -0.549	  0.640	  0.065	  0.491	185.202
        129.216	  0.000	 -0.626	  0.690	  0.000	  0.497	185.202
        129.224	  0.000	 -0.754	  0.670	  0.000	  0.502	185.202
        129.232	  0.000	 -0.759	  0.650	  0.000	  0.507	185.202
        129.240	  0.000	 -0.759	  0.606	  0.000	  0.511	185.202
        129.248	  0.000	 -0.759	  0.586	  0.000	  0.515	185.202
        129.256	  0.000	 -0.759	  0.534	  0.000	  0.518	185.202
        129.264	  0.000	 -0.759	  0.539	  0.000	  0.520	185.202
        129.272	  0.000	 -0.759	  0.495	  0.000	  0.521	185.202
        129.280	  0.000	 -0.759	  0.470	  0.000	  0.521	185.202
        129.288	  0.000	 -0.759	  0.426	  0.000	  0.521	185.202
        129.296	  0.000	 -0.759	  0.409	  0.000	  0.521	185.202
        129.304	  0.000	 -0.759	  0.470	  0.000	  0.521	185.202
        129.312	  0.000	 -0.759	  0.475	  0.000	  0.521	185.202
        129.320	  0.000	 -0.759	  0.446	  0.000	  0.521	185.202
        129.328	  0.009	 -0.759	  0.414	  0.000	  0.521	185.202
        129.336	  0.019	 -0.759	  0.404	  0.000	  0.521	185.202
        129.344	  0.082	 -0.759	  0.374	  0.000	  0.521	185.202
        129.352	  0.147	 -0.759	  0.389	  0.000	  0.520	185.202
        129.360	  0.217	 -0.759	  0.379	  0.000	  0.519	185.202
        129.368	  0.287	 -0.759	  0.414	  0.000	  0.518	185.202
        129.376	  0.364	 -0.759	  0.384	  0.000	  0.517	185.202
        129.384	  0.440	 -0.759	  0.404	  0.000	  0.517	185.202
        129.392	  0.516	 -0.759	  0.379	  0.000	  0.516	185.202
        129.400	  0.593	 -0.759	  0.451	  0.000	  0.516	185.202
        129.408	  0.669	 -0.759	  0.446	  0.000	  0.516	185.202
        129.416	  0.743	 -0.759	  0.480	  0.000	  0.515	185.202
        129.424	  0.803	 -0.759	  0.475	  0.000	  0.514	185.202
        129.432	  0.862	 -0.700	  0.579	  0.000	  0.512	185.202
        129.440	  0.904	 -0.569	  0.616	  0.000	  0.510	185.202
        129.448	  0.946	 -0.480	  0.665	  0.060	  0.507	185.202
        129.456	  0.958	 -0.224	  0.734	  0.270	  0.505	185.202
        129.464	  0.971	 -0.025	  0.786	  0.480	  0.502	185.202
        129.472	  0.956	 -0.034	  0.776	  0.520	  0.500	185.202
        129.480	  0.942	  0.025	  0.805	  0.600	  0.499	185.202
        129.488	  0.908	  0.059	  0.835	  0.625	  0.497	185.202
        129.496	  0.875	  0.000	  0.791	  0.560	  0.496	185.202
        129.504	  0.826	  0.091	  0.820	  0.635	  0.495	185.202
        129.512	  0.777	  0.059	  0.810	  0.595	  0.495	185.202
        129.520	  0.717	  0.219	  0.860	  0.755	  0.493	185.202
        129.528	  0.656	  0.214	  0.889	  0.746	  0.492	185.202
        129.536	  0.587	  0.276	  0.899	  0.791	  0.490	185.202
        129.544	  0.519	  0.214	  0.840	  0.695	  0.488	185.202
        129.552	  0.446	  0.234	  0.810	  0.735	  0.485	185.202
        129.560	  0.371	  0.175	  0.781	  0.625	  0.482	185.202
        129.568	  0.294	  0.219	  0.739	  0.690	  0.479	185.202
        129.576	  0.218	  0.131	  0.724	  0.630	  0.477	185.202
        129.584	  0.139	  0.150	  0.800	  0.710	  0.476	185.202
        129.592	  0.061	  0.140	  0.815	  0.701	  0.475	185.202
        129.600	  0.030	  0.185	  0.835	  0.730	  0.474	185.202
        129.608	  0.000	  0.106	  0.810	  0.670	  0.473	185.202
        129.616	  0.000	  0.150	  0.850	  0.690	  0.472	185.202
        129.624	  0.000	  0.039	  0.805	  0.611	  0.471	185.202
        129.632	  0.000	  0.069	  0.800	  0.660	  0.472	185.202
        129.640	  0.000	  0.000	  0.776	  0.605	  0.472	185.202
        129.648	  0.000	  0.069	  0.815	  0.595	  0.472	185.202
        129.656	  0.000	  0.020	  0.970	  0.660	  0.472	185.202
        129.664	  0.000	  0.256	  0.835	  0.640	  0.473	185.202
        129.672	  0.000	  0.616	  0.200	  0.786	  0.475	185.202
        129.680	  0.000	  1.044	 -0.369	  0.820	  0.478	185.202
        129.688	  0.000	  0.631	 -0.064	  0.705	  0.482	185.202
        129.696	  0.000	  0.204	  0.485	  0.635	  0.488	185.202
        129.704	  0.000	  0.069	  0.776	  0.701	  0.494	185.202
        129.712	  0.000	 -0.005	  0.869	  0.605	  0.500	185.202
        129.720	  0.000	  0.020	  0.899	  0.635	  0.505	185.202
        129.728	  0.000	 -0.064	  0.860	  0.580	  0.511	185.202
        129.736	  0.000	  0.034	  0.919	  0.630	  0.515	185.202
        129.744	  0.000	  0.005	  0.899	  0.600	  0.518	185.202
        129.752	  0.000	  0.074	  0.941	  0.695	  0.521	185.202
        129.760	  0.000	  0.015	  0.914	  0.645	  0.523	185.202
        129.768	  0.000	  0.111	  0.951	  0.715	  0.523	185.202
        129.776	  0.074	  0.030	  0.919	  0.611	  0.523	185.202
        129.784	  0.150	  0.126	  0.951	  0.670	  0.523	185.202
        129.792	  0.231	  0.091	  0.926	  0.665	  0.523	185.202
        129.800	  0.313	  0.165	  0.970	  0.715	  0.524	185.202
        129.808	  0.398	  0.101	  0.961	  0.685	  0.524	185.202
        129.816	  0.483	  0.195	  1.010	  0.760	  0.525	185.202
        129.824	  0.567	  0.219	  1.034	  0.805	  0.525	185.202
        129.832	  0.652	  0.355	  1.131	  0.910	  0.524	185.202
        129.840	  0.720	  0.374	  1.126	  0.940	  0.523	185.202
        129.848	  0.789	  0.480	  1.185	  1.001	  0.522	185.202
        129.856	  0.843	  0.515	  1.170	  1.001	  0.521	185.202
        129.864	  0.896	  0.409	  1.131	  0.966	  0.521	185.202
        129.872	  0.938	  0.374	  1.101	  0.935	  0.521	185.202
        129.880	  0.979	  0.355	  1.069	  0.916	  0.521	185.202
        129.888	  0.990	  0.330	  1.025	  0.921	  0.521	185.202
        129.896	  1.000	  0.291	  1.005	  0.871	  0.520	185.202
        129.904	  1.000	  0.224	  0.975	  0.786	  0.520	185.202
        129.912	  1.000	  0.200	  0.961	  0.750	  0.519	185.202
        129.920	  1.000	  0.360	  0.995	  0.916	  0.518	185.202
        129.928	  1.000	  0.345	  0.990	  0.921	  0.516	185.202
        129.936	  1.000	  0.384	  1.010	  0.971	  0.513	185.202
        129.944	  1.000	  0.379	  0.980	  0.921	  0.511	185.202
        129.952	  1.000	  0.404	  0.995	  0.940	  0.508	185.202
        129.960	  1.000	  0.355	  0.951	  0.931	  0.504	185.202
        129.968	  1.000	  0.345	  0.941	  0.895	  0.500	185.202
        129.976	  1.000	  0.340	  0.961	  0.900	  0.497	185.202
        129.984	  1.000	  0.389	  0.985	  0.950	  0.493	185.202
        129.992	  1.000	  0.330	  0.961	  0.921	  0.491	185.202
        130.000	  1.000	  0.350	  0.995	  0.931	  0.490	185.202
        130.008	  1.000	  0.315	  0.975	  0.855	  0.489	185.202
        130.016	  1.000	  0.360	  0.980	  0.905	  0.488	185.202
        130.024	  1.000	  0.369	  0.951	  0.931	  0.487	185.202
        130.032	  1.000	  0.431	  0.990	  0.976	  0.486	185.202
        130.040	  1.000	  0.399	  0.966	  0.931	  0.485	185.202
        130.048	  1.000	  0.365	  0.914	  0.855	  0.483	185.202
        130.056	  1.000	  0.340	  0.874	  0.841	  0.482	185.202
        130.064	  0.999	  0.414	  0.879	  0.900	  0.481	185.202
        130.072	  0.997	  0.451	  0.899	  0.955	  0.479	185.202
        130.080	  0.935	  0.441	  0.951	  0.966	  0.478	185.202
        130.088	  0.871	  0.379	  0.931	  0.931	  0.477	185.202
        130.096	  0.800	  0.360	  0.919	  0.910	  0.476	185.202
        130.104	  0.729	  0.456	  0.951	  0.985	  0.476	185.202
        130.112	  0.652	  0.495	  0.941	  1.001	  0.476	185.202
        130.120	  0.575	  0.525	  0.951	  1.001	  0.476	185.202
        130.128	  0.495	  0.475	  0.946	  1.001	  0.476	185.202
        130.136	  0.414	  0.515	  0.970	  1.001	  0.476	185.202
        130.144	  0.333	  0.485	  0.951	  1.001	  0.476	185.202
        130.152	  0.251	  0.544	  1.059	  1.001	  0.478	185.202
        130.160	  0.172	  0.621	  1.155	  1.001	  0.481	185.202
        130.168	  0.092	  0.889	  0.700	  1.001	  0.484	185.202
        130.176	  0.046	  1.335	 -0.025	  1.001	  0.487	185.202
        130.184	  0.000	  1.409	 -0.219	  1.001	  0.490	185.202
        130.192	  0.000	  0.586	  0.369	  0.955	  0.493	185.202
        130.200	  0.000	  0.345	  0.796	  0.886	  0.496	185.202
        130.208	  0.000	  0.296	  0.926	  0.860	  0.500	185.202
        130.216	  0.000	  0.271	  0.970	  0.831	  0.502	185.202
        130.224	  0.000	  0.244	  0.985	  0.791	  0.504	185.202
        130.232	  0.000	  0.276	  1.015	  0.805	  0.507	185.202
        130.240	  0.000	  0.271	  0.995	  0.810	  0.510	185.202
        130.248	  0.000	  0.286	  1.005	  0.841	  0.513	185.202
        130.256	  0.000	  0.291	  0.975	  0.865	  0.516	185.202
        130.264	  0.000	  0.256	  0.980	  0.825	  0.519	185.202
        130.272	  0.000	  0.276	  0.966	  0.741	  0.522	185.202
        130.280	  0.000	  0.219	  0.956	  0.705	  0.524	185.202
        130.288	  0.000	  0.234	  0.941	  0.775	  0.526	185.202
        130.296	  0.000	  0.165	  0.970	  0.665	  0.526	185.202
        130.304	  0.000	  0.190	  0.985	  0.685	  0.526	185.202
        130.312	  0.000	  0.135	  0.941	  0.665	  0.527	185.202
        130.320	  0.000	  0.145	  0.961	  0.640	  0.527	185.202
        130.328	  0.000	  0.116	  0.970	  0.611	  0.527	185.202
        130.336	  0.000	  0.135	  0.970	  0.645	  0.527	185.202
        130.344	  0.000	  0.131	  0.990	  0.611	  0.527	185.202
        130.352	  0.000	  0.160	  1.005	  0.675	  0.526	185.202
        130.360	  0.000	  0.111	  0.975	  0.665	  0.524	185.202
        130.368	  0.000	  0.190	  0.995	  0.725	  0.522	185.202
        130.376	  0.000	  0.131	  0.951	  0.625	  0.519	185.202
        130.384	  0.000	  0.165	  0.966	  0.656	  0.516	185.202
        130.392	  0.000	  0.116	  0.909	  0.630	  0.513	185.202
        130.400	  0.000	  0.140	  0.914	  0.665	  0.511	185.202
        130.408	  0.000	  0.074	  0.865	  0.605	  0.509	185.202
        130.416	  0.000	  0.111	  0.884	  0.635	  0.507	185.202
        130.424	  0.000	  0.049	  0.835	  0.575	  0.506	185.202
        130.432	  0.000	  0.010	  0.810	  0.520	  0.504	185.202
        130.440	  0.000	  0.005	  0.815	  0.530	  0.503	185.202
        130.448	  0.000	  0.069	  0.845	  0.565	  0.501	185.202
        130.456	  0.000	  0.054	  0.835	  0.585	  0.500	185.202
        130.464	  0.000	  0.049	  0.855	  0.580	  0.499	185.202
        130.472	  0.000	  0.074	  0.840	  0.625	  0.498	185.202
        130.480	  0.000	  0.034	  0.835	  0.570	  0.498	185.202
        130.488	  0.000	  0.054	  0.845	  0.580	  0.498	185.202
        130.496	  0.000	  0.049	  0.869	  0.645	  0.498	185.202
        130.504	  0.000	  0.096	  0.889	  0.660	  0.497	185.202
        130.512	  0.000	  0.000	  0.830	  0.550	  0.496	185.202
        130.520	  0.000	 -0.025	  0.805	  0.530	  0.494	185.202
        130.528	  0.000	  0.020	  0.800	  0.500	  0.493	185.202
        130.536	  0.000	  0.106	  0.840	  0.620	  0.492	185.202
        130.544	  0.000	  0.111	  0.815	  0.615	  0.491	185.202
        130.552	  0.000	  0.086	  0.771	  0.600	  0.490	185.202
        130.560	  0.000	  0.049	  0.724	  0.525	  0.489	185.202
        130.568	  0.000	  0.059	  0.714	  0.495	  0.489	185.202
        130.576	  0.000	 -0.091	  0.704	  0.405	  0.488	185.202
        130.584	  0.000	 -0.135	  0.729	  0.389	  0.486	185.202
        130.592	  0.000	 -0.195	  0.704	  0.365	  0.483	185.202
